,_id,tweet_id,text,task_1
20,60c5d7495659ea5e55df0c9e,hi_hasoc_2021_893,कोविड टीकाकरण राजस्थान में गांवों में कैंप लगाए जाने से टीकाकरण मुहिम पर क्या असर पड़ा है रिपोर्ट ,NOT
21,60c5d7495659ea5e55df1805,hi_hasoc_2021_5709, ये हरामी शिक्षक नहीं शिक्षक के नाम पर कलंक है सालों को फांसी से कम सजा नहीं होनी चाह,HOF
22,60c5d7495659ea5e55df05a4,hi_hasoc_2021_318, ये तस्वीर अपनी ज़ेहन में बिठा लेना ये तस्वीरको बर्बादी पर ले जाएगा,NOT
23,60c5d7495659ea5e55df0958,hi_hasoc_2021_4727,मोदी तुम इस्तीफा दो हम तुम्हारे साथ है,NOT
24,60c5d7495659ea5e55df14be,hi_hasoc_2021_5477, ONCE IN A CENTURY जैसा मनहुस पैदा होता हैका साया देश से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है मानवता केलिऐदेशभक्त हो तो,HOF
25,60c5d7495659ea5e55df1a0d,hi_hasoc_2021_3650, मोदी तुम इस्तीफा दो हम तुम्हारे साथ है,NOT
26,60c5d7495659ea5e55df1a68,hi_hasoc_2021_3693,अगर धरना देने से सब सही हो जाता तोकुरुक्षेत्र मेंश्री कृष्ण भी अर्जुन को यही सलाह देते पश्चिम बंगाल ,NOT
27,60c5d7495659ea5e55df0e0b,hi_hasoc_2021_1378,मुनाफ़िक़ दोस्तों से लाख अच्छे हैं खुले दुश्मन ,NOT
28,60c5d7495659ea5e55df1241,hi_hasoc_2021_2241,मरहूम सहाबुद्दीन की लाश जैसे दिल्ली गेट ITO कब्रिस्तान मे सुपुर्द ए खाक हुई❣️ Inshallah ऐसे ही बिहार मेंलालू तेरी पार्टी को सुपुर्दे खाक करेगी बिहार की जनता ,NOT
29,60c5d7495659ea5e55df0647,hi_hasoc_2021_4287,अगर जरा भी ज़मीर बचा है और जरा भी साहब से मोहब्बत थी तोकरो और पार्टी पद से इस्तीफ़ा दो चाहे BJP कियु न जॉइन करना पड़े वरना ढोंगी रोना बन्द करो! ,HOF
30,60c5d7495659ea5e55df18cf,hi_hasoc_2021_5838, उप्र लागू नही होता क्यों कि मै जानवर जाती हूं अतः आप अब बताइए क्या कारण बनता है भगवान राम कहतेहैं सुनोमै चक्रवर्ती महाराज की दसरथ का पुत्र राम हूंअतः मुझे यह अधिकार है कि यदि कोई पसु समाज के द्रोही हिंसक व जीव को हानी पहुंचाता होतो राजा का अधिकार है कि उसै मार दिया जाय क्रमशः,HOF
31,60c5d7495659ea5e55df1579,hi_hasoc_2021_3022, मैं तुम्हारी यादों को कैसेBlock करूँ कमीने दिल में तो ये Option हीनही है✍,NOT
32,60c5d7495659ea5e55df0d7c,hi_hasoc_2021_4949, सब याद रखा जायेगा ,NOT
33,60c5d7495659ea5e55df129a,hi_hasoc_2021_2174, बेवफ़ा औरतों जैसा है जितना जल्द हो सके सभी मुस्लिम विधायक और सांसद इस्तीफा दे दे ,NOT
34,60c5d7495659ea5e55df16ef,hi_hasoc_2021_3189,आज शर्म से आंखें झुक गई को क्यों चुना रक्षा करने के लिए या महंगाई के लिए या रोजगार के लिए आपने क्या दिया मौत ,NOT
35,60c5d7495659ea5e55df1a2b,hi_hasoc_2021_3452,किसी भी तरह का इस नंबर से reply नही हुआक्या मैंकल की तारीख़ में अगर कोई जान या जानवर करंट आने पर मरता हैजो अभी नही आया करंट कल को आ जाये तो कौन जिम्मेदारएक बड़े हादसे को रोकने के लिए आप से निवेदनऊपर बच्चे रहते हैंजैसा कि आप वीडियो में देख सकते हैं,NOT
36,60c5d7495659ea5e55df0bc3,hi_hasoc_2021_809,यह ख़ौफ़ की आहट हैं या मौत का सन्नाटा है ,NOT
37,60c5d7495659ea5e55df1b50,hi_hasoc_2021_6092,गांधी खानदान को गांधी की पड़पोती ने सिद्ध किया बस सात साल जेलयहां क्यों वेल पर घूम रहे है कमीने,HOF
38,60c5d7495659ea5e55df14f0,hi_hasoc_2021_2830,जल गई लासे हो गई राखघर आके सोई गये फिर से,NOT
39,60c5d7495659ea5e55df139d,hi_hasoc_2021_2682, लाला जीइतने फूहड़ हथकंडे अपना कर अपना नकली उत्पाद बेचने की इतनी बेशर्म प्रदर्शन के बदलें कोई और काम नही मिलता क्या ,NOT
40,60c5d7495659ea5e55df16bd,hi_hasoc_2021_5598,सुअर तेरे कितने रूप,HOF
41,60c5d7495659ea5e55df1bb7,hi_hasoc_2021_5911, ऐसे जानवर हर दूसरे घर में भरे पड़े हैं सख्त अफ़सोस की बात हैसब वाकिफ़ हैं पर सब भुला दिया जाएगा चंद पलों में जैसे स्त्री मनुष्य ही ना हो उसकी इज्‍जत सम्मान भावनाओं का कोई मोल ही ना हो हद है क्या वहां कोई भी ऐसा पुरुष नहीं था कि अपना जूता प्रयोग कर पाता,HOF
42,60c5d7495659ea5e55df0bc2,hi_hasoc_2021_4651, क्या गाजि़याबाद पुलिस इस अज्ञानी मुर्ख नरसिम्हानंद सरस्वती को गिरफ्तार नही कर सकतीक्या गाजि़याबाद पुलिस पर किसी का दबाव है क्या जो अबतक इस नरसिम्हानंद सरस्वती को गिरफ्तार नही किया गया देश के हर शहर से इस नरसिम्हानंद सरस्वती के खिलाफ FIR हुयी फिर भी इसे गिरफ्तार नही किया गया😡 ,HOF
43,60c5d7495659ea5e55df1b5b,hi_hasoc_2021_3715, भाड़ में जाओ तुम प्यारी,NOT
44,60c5d7495659ea5e55df05d4,hi_hasoc_2021_321,जो शहाबुद्दीन के साथ हुआ वो आज़म खान के साथ नहीं होना चाहिए इसलिए आइए हम सब आवाज उठाते हैं ,NOT
45,60c5d7495659ea5e55df1b5a,hi_hasoc_2021_3602, मोदी विरोधियों को बंगाल की हिंसा में भी लोकतंत्र नज़र आ रहा है इसलिए सब के सब मुँह में दही जमाये बैठे हैं!असहिष्णुतासंविधान की हत्या जैसे शब्द अब डिक्सनरी से गायब हैं!! ,NOT
46,60c5d7495659ea5e55df16eb,hi_hasoc_2021_5718,इस देश में आतंकी की लाश उसके घर वालों को मिल सकती है दलालों की लाशे उसके घर मिल सकती है पर यहां खत्म होने के बाद भीआखिरी rusumaat नहीं कर सकते😡😠 लानत हो ऐसी सरकार पे खुदा गारत करें निकम्मी सरकार को ,HOF
47,60c5d7495659ea5e55df0bd2,hi_hasoc_2021_4864,भाजपा की केंद्र मे पूर्ण बहुत की सरकार है बंगाल में 18 सांसद और करीब 80 विधायक है फिर भी उस दल का राष्ट्रीय अध्यक्ष धरने पर है ये ऑस्कर वाले कहाँ मर गये नड्डा जी को अवार्ड क्यों नहीं दे रहे हैं!! ,HOF
48,60c5d7495659ea5e55df0918,hi_hasoc_2021_4652,यह भेंस चोर दुसरो को अपना बाप बनाकर अपनी नाजायजी क्यु प्रस्तुत कर रहे हैं ओर साथ में ट्विटर पर अपनी नेशनल ओर इंटरनेशनल बेइज्जती करवाने से बाज़ नहीं आते!! ,HOF
49,60c5d7495659ea5e55df0e36,hi_hasoc_2021_1816,बंगाल में ममता रंडी की सरकार है! सारे मुल्लेइसके भड़वे बन गया है! आसाम का बदला बंगाल में ले रही है ममता रंडी! बंगाल का बदला भाजपा शासित राज्यों में ले हिन्दू! दूसरा कोई रास्ता नहीं है! अन्यथा हिन्दुओं को अपनीइज्जत की नीलामी खुद अपनी ऑंखों के सामनेदेखना पड़ेगा! ,HOF
50,60c5d7495659ea5e55df132c,hi_hasoc_2021_2459, भारत की मदद को बढ़े हाथ जर्मनी से आए 4 क्रायोजेनिक ऑक्सीजन कंटेनर,NOT
51,60c5d7495659ea5e55df1ab1,hi_hasoc_2021_3419,लालु जैसे बाल्टी में दूध बेचने वाले नेतातब बनते हैं जब उनके पीछे शहाबुद्दीन जैसाशेर होता है!🔥 ,NOT
52,60c5d7495659ea5e55df0c9d,hi_hasoc_2021_817,शहाबुद्दीन साहब की मौत की गई है ना की उसको COVID-19🦠😷 था ,NOT
53,60c5d7495659ea5e55df0c5f,hi_hasoc_2021_4742, तो आप ट्वीट करने के अलावा और कर भी क्या रहे हैं,HOF
54,60c5d7495659ea5e55df14ed,hi_hasoc_2021_3172, बस आपकी अति कृपया होगी मुझे ये बताइए line man 9812063026 और जैई 9812063027 क्या ये मौज करने के लिए है नम्बर बंद करो और आराम से सो जाओ पब्लिक भाड़ में ज,NOT
55,60c5d7495659ea5e55df1d23,hi_hasoc_2021_5826,कनाडा में एक मुस्लिम परिवार के 4 फ़र्द को रौंदकर क़त्ल करने वाला आतंकवादी यहूदी है यक़ीन जानिये अगर ये क़त्ल करने वाला मुस्लिम होता और मक़तूल फ़ैमिली ग़ैर-मुस्लिम होती तो दुनिया की इस्लामोफोबिक मीडिया अबतक इस्लामिक आतंकवाद का रंडी-रोना रो रही होती ,HOF
56,60c5d7495659ea5e55df1002,hi_hasoc_2021_1961,रायगड और मेवाड़ भी धरना देते यो क्या होता हमारा,NOT
57,60c5d7495659ea5e55df16a4,hi_hasoc_2021_3246,मैं किसके हाँथ में अपना लहू तलाश करूँकी तमाम शहर ने पहने हुए हैं दस्ताने ,NOT
58,60c5d7495659ea5e55df1187,hi_hasoc_2021_5201,ये बंगाल की CM ममता बनर्जी नही हैये Terror की आका डायन है👹जो बंगाल मे TMC पार्टी के आतंकवादी जिहादीयोंसे बलात्कारखुनखराबा बंमबारी कराती है,HOF
59,60c5d7495659ea5e55df1291,hi_hasoc_2021_2249,आज़म खान साहब का इलाज AIIMS में कराया जाए… शहाबुद्दीन साहब की तरह उन्हें सिस्टम भरोसे नही छोड़ सकते😢🙏 ,NOT
60,60c5d7495659ea5e55df0500,hi_hasoc_2021_164,जैसे ढोंगी और गुंडे लोग ज्यादा खतरा है समाज के लिएऐसे कमीने लोग सत्ता में बने रहने के लिए किसी भी सीमा तक जा सकते है!,HOF
61,60c5d7495659ea5e55df1cff,hi_hasoc_2021_5967,5G नेटवर्क चीन का नहीं आ रहा है पूर्ण स्वदेशी jio ला रहा है इसलिए चिन की दलाल अपने इटालियन भाभी जी के जरिए अफवाह फैला रहें हैं !5G से चिड़िया मर रही है मच्छर क्यों नही मर रहे  रोज़ खून पी रहे है ट्विटर के चमचों जवाब दो ,HOF
62,60c5d7495659ea5e55df1979,hi_hasoc_2021_3833, Common RSS cadre from North India onधरना के बाद चरखा भी ट्राई करो कहते है अंग्रेज डर कर भाग गये थे 😥😥 ,NOT
63,60c5d7495659ea5e55df0c5b,hi_hasoc_2021_1252,महारानी कहकर पुकारो तो कहेगी और कितनी रानियाँ रखे होरानी कहकर पुकारो तो कहेगी मै रानी तो महारानी कोई बाहरवाली होगीचुप रहो तो कहेगी जैसे मुंह सिला होआप ही बताओ क्या कहूं 😃😃,NOT
64,60c5d7495659ea5e55df0bcc,hi_hasoc_2021_4841,ये जो मासूम हिन्दुओं की चिताएं जल रही हैं और अर्थीयो का अपमान हो रहा हैये सब राजनैतिक धर्मान्धता और गलत नेताओं की गुलामी का इनाम है!,HOF
65,60c5d7495659ea5e55df172f,hi_hasoc_2021_5662,इसके फ्री के चाटुकारों व देश के गद्दारों की वज़ह इसका रंडी रोना चल रहा है वरना यह तो जिसमें कुत्ता खाये उसमें खिलाने लायक है दोगला महाझूठा 😡,HOF
66,60c5d7495659ea5e55df1782,hi_hasoc_2021_5595,तुम चुप रहो भाईजान तुम्हे क्या है न तुम कानून के न संविधान के तुम्हारे भाई बंध इसी tax के पैसे से 10 10 बच्चे खिला पिला रहे और योगदान 0,HOF
67,60c5d7495659ea5e55df1bd8,hi_hasoc_2021_4223,चुनावी हिंसा पर धरना देने वालों ऑक्सिजन की कमी और कोरोना से हो रही मौतों पर भी धरना दे दो हिन्दू तो इसमें भी खतरे में है हिंदू तो यहाँ भी मर रहा है बस politics ही करनी है ऐसा बोलो नालेकिन शर्म इनको आती नहीं,NOT
68,60c5d7495659ea5e55df1991,hi_hasoc_2021_5982, बिलकुल सही अंकल जी देखकर ही गुस्सा आता है जब ये विश्लेषक की तरह नही एक दलाल की तरह बात करता है,HOF
69,60c5d7495659ea5e55df1713,hi_hasoc_2021_5612, Resign modiलोगो के मरने सेडर नही लगता सत्ता जाने से लगता है ,HOF
70,60c5d7495659ea5e55df1cb5,hi_hasoc_2021_3483,क्या कोरोना की तीसरी लहर का असर बच्चों पर होगा ,NOT
71,60c5d7495659ea5e55df0ffb,hi_hasoc_2021_1638,टीकाकरण अवश्य करायें ,NOT
72,60c5d7495659ea5e55df1503,hi_hasoc_2021_2962, Why you are giving us so much attention if we r fake farmers ,NOT
73,60c5d7495659ea5e55df101f,hi_hasoc_2021_1583,हक की आवाज को मजबूत कीजिए एक बार फिर से लिखिए ,NOT
74,60c5d7495659ea5e55df0e31,hi_hasoc_2021_1623, कुत्ता वफ़ादार होता हैं मैडम,NOT
75,60c5d7495659ea5e55df11e2,hi_hasoc_2021_2330,शहाबुद्दीन साहब इकलौता सांसद जिन्होंने कारगिल युद्ध में पाकिस्तान के खिलाफ लड़ने की अनुमति मांगा थीतुम उस वक्त बकरी चोरी और साइकिल चोरी में व्यस्त थे देश और देश की आन बान शान के लिए कई किस्ते दे चुके हैं हम अपने खून की 😥😥,NOT
76,60c5d7495659ea5e55df13d0,hi_hasoc_2021_5404, लालू की रिहाई की कीमत शहाबुद्दीन साहब की जान से चुकाई गयी है RJD की खामोशी इस बात की गवाह है Tejashwi Yadav दिल्ली में होने के बावजूद हॉस्पिटल नही पहुँच सकेंये वक़्त भुला नही जाएगा इमरान भाई अमानतुल्लाह खान आपको सलाम ,HOF
77,60c5d7495659ea5e55df1d82,hi_hasoc_2021_5775,लोग मर रहें हैंमें ! और ये धरना दे रहे हैं एयर कंडिशन्ड हाल के अंदर  हद्द हरामखोरी है  कोई क्यों करें इन पर विश्वास ,HOF
78,60c5d7495659ea5e55df0799,hi_hasoc_2021_551,5 डेड बॉडी देने में किसी भी तरह की कोई दलाली नहीं होनी चाहिएयेलॉजिक वाला फैक्ट है जैसेकी बॉडी को उसके गांव भेज दिया गया तोकी बॉडी कोमें क्यों दफनाया गया उनके गांव क्यों नहीं भेजा गया,NOT
79,60c5d7495659ea5e55df0f44,hi_hasoc_2021_4986, मोदी तुम इस्तीफा दो हम तुम्हारे साथ है,NOT
80,60c5d7495659ea5e55df11c6,hi_hasoc_2021_2272, सिद्ध कर दिया अग्रेंजो की नाजायज औलाद कौन है हिन्दी व हिन्दुस्तान पर हमे गर्व है,HOF
81,60c5d7495659ea5e55df149d,hi_hasoc_2021_5451,व्हाट्सएप पर यह वीडियो प्राप्त हुआ कहां का है यह पता नहीं चल पाया वीडियो देखकर दिल दहल गया सड़क के एक किनारे पर बैठी गोवंश को इस तरह ट्रैक्टर ट्रॉली से कुचला इस सुअर ने😡,HOF
82,60c5d7495659ea5e55df1c6f,hi_hasoc_2021_3741,सीताराम येचुरी ने पीएम मोदी से पूछा- लोग मर रहे हैं लेकिन नई संसद का निर्माण क्यों जारी है,NOT
83,60c5d7495659ea5e55df10bd,hi_hasoc_2021_2285,दिल्ली कर्मचारियों का मजाक बनाया जा रहा है जबकि बिजली कर्मी दिन-रात अपनी सेवाएं दे रहे हैं गलत रूप से अवैध रूप से पुलिस के द्वारा नेताओं के दबाव से गलत एफ आई आर की गई इसे तत्काल वापस लिया जाए एवं दोषियों पर कार्रवाई की जाए ,NOT
84,60c5d7495659ea5e55df1789,hi_hasoc_2021_3195,जीतने पे ये हाल है जरा सोचो अगर हारी होती तो क्या होता,NOT
85,60c5d7495659ea5e55df14d4,hi_hasoc_2021_3091,ज़िंदगी के रथ में लगाम बहुत हैंअपनों के अपनों पर इल्ज़ाम बहुत हैंये शिकायतों का दौर देखते हैं तो थम से जाते हैंलगता है उम्र कम है और इम्तिहान बहुत हैं!,NOT
86,60c5d7495659ea5e55df1975,hi_hasoc_2021_3922, झूठ से पैदा हुआ है ये लणैन्द्र मोदी जिसकी मां कीगारेंटी तो पर बाप की कोई गारेंटी नही ,HOF
87,60c5d7495659ea5e55df1221,hi_hasoc_2021_2279,ना तुम कल हारे थे ना आज हारे हो,NOT
88,60c5d7495659ea5e55df0b4e,hi_hasoc_2021_1284,रंगा बिल्ला के खिलाफ लिखने पर ट्विटर भी नाराज चल रहा है आजकलl रोज 5-10 फॉलोअर्स कम कर रहा हैl ,NOT
89,60c5d7495659ea5e55df1afa,hi_hasoc_2021_4041,कहते है मरते है तु मरने दो  मुर्दा लोग शोर करने से कहाँ जिंदा होया करते है साहब शोर जिंदा लोगों को बचाने के लिये हैपर आप क्या जाने जो जिंदा लोगों को भी मुर्दा समझ के छोड़ दिया करतेसाहब को तू जुमला कहने की आदत हैमुर्दा घर में भी इन लाशों के लिए जगह कहाँ है🙏,NOT
90,60c5d7495659ea5e55df09e7,hi_hasoc_2021_4748,मेरी ही गलती है मै वैश्या पुत्र के मुंह लग गया ,HOF
91,60c5d7495659ea5e55df062e,hi_hasoc_2021_4388, तेरा नर्क बनते लोग यही देखेंगे बूढे लाचार और बच्चों पर अत्याचार तुझे नष्ट कर देगा,HOF
92,60c5d7495659ea5e55df09df,hi_hasoc_2021_903, मोदी तुम इस्तीफा दो हम तुम्हारे साथ है,NOT
93,60c5d7495659ea5e55df16a5,hi_hasoc_2021_3221,सुना है ये मादरनीय D K boseके एंकर हैं ट्विटर पर हैं क्या ,NOT
94,60c5d7495659ea5e55df154d,hi_hasoc_2021_2990,थोड़ा और कोशिश करे,NOT
95,60c5d7495659ea5e55df1190,hi_hasoc_2021_2267,इस राजनीति को देख कर मुझे इन लोगों पर गुस्सा भी आता है और दया भी आती है अपना क्या हाल कर लिया है इन लोगों ने अंधी राजनीति अंधी नफरत और अंधी कुर्सी दौड़ मेंये कभी के क्रान्तिकारी अब हास्यास्पद विदूषक हो गए हैं  ,NOT
96,60c5d7495659ea5e55df107d,hi_hasoc_2021_1588,बंगाल की विधवा! ,NOT
97,60c5d7495659ea5e55df18e6,hi_hasoc_2021_3444,धवन मदरचोद ज़िंदा है मर गया 😁😁😁,HOF
98,60c5d7495659ea5e55df0b07,hi_hasoc_2021_4859, जादवपुर के बीजेपी उम्मीदवार रिंकू नस्कर के घर पर टीएमसी के गुंडों ने किया हमला,HOF
99,60c5d7495659ea5e55df1739,hi_hasoc_2021_3300,रोहित सरदाना कोरोना पॉजिटिव क्रियाकर्म कुरुक्षेत्र हरियाणा शाहबुद्दीन साहब कोरोनानेगेटिव दफन हुए ITO दिल्ली  आखिर क्यों ,NOT
100,60c5d7495659ea5e55df16b3,hi_hasoc_2021_5715, कुत्ता हरामज़ादा कहीं का,HOF
101,60c5d7495659ea5e55df159e,hi_hasoc_2021_2971,अब भी अगर कोई मुस्लिम नेता बिहार में MY का रागा अलापता है तो वह मुसलमानों का नेता नहीं दलाल है ,NOT
102,60c5d7495659ea5e55df0d26,hi_hasoc_2021_1617,शहाबुद्दीन को इन्साफ दो,NOT
103,60c5d7495659ea5e55df0726,hi_hasoc_2021_407, 303 सांसद इसीलिए आपको दिया गया है कि आप घर मे बैठे रहें और आपके कार्यकर्ता अपना जान दें,NOT
104,60c5d7495659ea5e55df12ab,hi_hasoc_2021_2753,2024 में कोई कार्यकर्ता जब पूछ बैठेगा ख़ामोशी का कारण तुमसे बहुत समझाना चाहोगे मगर समझा ना पाओगे !!,NOT
105,60c5d7495659ea5e55df0af9,hi_hasoc_2021_1079,चुनाव में लाखों की भीड ओर धरना VVIP आज जरूरत है ऑक्सीजन व ईलाज की ओर ये जनता को भडका रहे हैंभाजपा हैं दंगा पार्टी ,HOF
106,60c5d7495659ea5e55df0804,hi_hasoc_2021_561,हमारे उम्मीदवार का यह दुर्दशा किया है टोलाबाज गुंडों ने ,HOF
107,60c5d7495659ea5e55df1c22,hi_hasoc_2021_5794, मोदी तुम इस्तीफा दो हम तुम्हारे साथ है,NOT
108,60c5d7495659ea5e55df09ba,hi_hasoc_2021_970,जातियों के कमरे में मत छिपमूर्ख!! बाहर आकर देख हिन्दुत्व का ब्रांड बनकर जीने का मजा हीकुछ और है!! 🚩जय श्री राम🚩 ,NOT
109,60c5d7495659ea5e55df14cf,hi_hasoc_2021_5488,देश के गद्दार हरामी दोगलो के कारनामे ,HOF
110,60c5d7495659ea5e55df0ae6,hi_hasoc_2021_1077,योगी जीइस BSDK वाले की सुरक्षा मे दो राफेल जहाज लगाओ बाकी हमे पता है इसकी शकल देखकर कोई कुतिया भी नहीं मूतेगी 🤣🤣🤣 ,HOF
111,60c5d7495659ea5e55df0794,hi_hasoc_2021_523,ONCE IN A CENTURYका साया मेरे देश के ऊपर से हट जाएगा आर्मी सारा काम संभाल रही है दवाई ऑक्सीजन आदि भी तेरे राजनीति से मुक्त हो जायेगी सभी के अपने अकालमृत्यु मर रहे है मानवता केलिऐदेशभक्त हो तो,NOT
112,60c5d7495659ea5e55df1a9f,hi_hasoc_2021_3542,चाटुकार भौकता रह bsdk बांग्लादेश की आबादी देख वहां तेरे जैसे चुटिया को बोलना भी मना हे बांग्लादेश का परतर करता हैं लोली वैक्सिन वैक्सिन चिल्लाता रहा और पप्पू ने राजस्थान ने 11लाख वैक्सिन खराब कर दी उस्प्पर भी कुछ बोल,HOF
113,60c5d7495659ea5e55df1061,hi_hasoc_2021_2045, बेटा संघी देश के अजादी में तुमलोगो का कोई हाथ नही है बे अंग्रेजो का दलाली करने वाले लोग आज 𝓣𝔀𝓲𝓽𝓽𝓮𝓻 पे रो रहे हैं  संघी को छोड़ कर सभी हिन्दू मुस्लिम सीख ईसाई सभी का अहम रोल है था  तेरे जैसै संघी गांडू चुप चाप रहो बे लौड़े 𝓦𝓱𝓪𝓽𝓼𝓪𝓹𝓹 𝓤𝓷𝓲𝓿𝓮𝓻𝓬𝓲𝓽𝔂 वाले,HOF
114,60c5d7495659ea5e55df121c,hi_hasoc_2021_2097,आज हमारे साथ RJD का एक भी नेता खड़ा नहीं दिख रहा पहले हमारी लड़ाई RSS/BJP से थी अब RJD से भी हैं!,NOT
115,60c5d7495659ea5e55df0b44,hi_hasoc_2021_4736,दो मिनट का मौन ऊन हराम-खोरो के लिए भी जिनको बंगाल में चुनावी रैली दिखी मोदी की सारी गलतिया दिखी कोरोना भी दिखा किन्तु अब TMC के गुंडो द्वारा हिंसा लूट आगजनि और बलात्कार नहीं दिख रहा,HOF
116,60c5d7495659ea5e55df0e82,hi_hasoc_2021_5136, मोदी ने देश का बंटाधार कर रखा है अगर कुछ कर नहीं सकते तो कुर्सी छोर क्यूँ नहीं देते,HOF
117,60c5d7495659ea5e55df19ba,hi_hasoc_2021_3579,🥀 हरि ॐ🥀 !! सनातनी भाई-बहनों को!! 🥀 शुभ रात्रि🥀 !! दुष्ट अपकार से नहीं उपकार सेही शांत रहता है!! 🚩 जय श्री राम🙏🚩,NOT
118,60c5d7495659ea5e55df0570,hi_hasoc_2021_146, ये क्या हो रहा है कितने कमीने हो आप इतना कमीनापन लाते कहां से हो मौलानाचार्य,HOF
